asin,location_and_date,rating,text,title,verified
B09G9CJM1Z,"Reviewed in the United States on October 22, 2023",5.0,"Very happy, I thought I had the wrong power cable, did not push hard enough to insert the cable! Go it now!",HAPPY,True
B09G9CJM1Z,"Reviewed in the United States on October 10, 2023",5.0,Well this iPad is miles ahead of my old iPad. It changed my old habit of just using the iPad for playing games.,Great device!,True
B09G9CJM1Z,"Reviewed in the United States on September 30, 2023",5.0,I don't know much about the electronics. This ipad is amazing with the price it comes. I thought ipad were expensive but as I found,Amazing,True
B09G9CJM1Z,"Reviewed in the United States on November 17, 2023",5.0,Got it for my wife and when we FINALLY got the download she's loving everything about it. Used it ALL day without recharge.,Wifey LOVES it!,True
B09G9CJM1Z,"Reviewed in the United States on November 10, 2023",5.0,Charges quick huge screen value for the money storage memory storage perfect what I need easy to operate my wife loves it use it for,Apple iPad,True
B0BJLFC67L,"Reviewed in the United States on September 15, 2023",5.0,YES 💯🙌 works like you just walked into apple and broke the plastic off! Absolutely Perfect condition!!,Like new?,True
B0BJLFC67L,"Reviewed in the United States on September 5, 2023",5.0,"I am so happy with this iPad. Using it as I type! Large screen, easily set up, holds a good charge. Beautiful colors on screen!",In LOVE,True
B0BJLFC67L,"Reviewed in the United States on August 20, 2023",5.0,I bought this to replace my aging Samsung S8+. It kept crashing so I got this one and it works well with Chrome without problems,Works well,True
B0BJLFC67L,"Reviewed in the United States on June 16, 2023",5.0,"I had a first gen iPad Pro I got back in 2015 which I use pretty much exclusively for art, and tech has come a",Fantastic Product,True
B0BJLFC67L,"Reviewed in the United States on September 13, 2023",5.0,Excellent product,It’s exactly what I expected,True
B0BJLFC67L,"Reviewed in the United States on July 18, 2023",5.0,"So I was skeptical about buying, because come on, it’s Amazon lol. But I absolutely love the iPad, very expensive considering prices from other dealers",Skeptical,True
B0BJLFC67L,"Reviewed in the United States on August 23, 2023",5.0,"This is my first iPad and I am in LOVE. it runs so smooth and paired with the apple pencil, there is pretty much zero",Yes! 100% yes.,True
B0BJLFC67L,"Reviewed in the United States on August 17, 2023",5.0,What can I say apple makes a good product. Alway has up to date experience The transfer took Ten minutes. And I had 60 gig,I pad pro is sweet,True
B0BJLFC67L,"Reviewed in the United States on July 16, 2023",5.0,I bought this with the intention of using it for digital art and I was not disappointed. It's a great device. A lightweight and compact,Best purchase I've made,True
B0BJLFC67L,"Reviewed in the United States on July 31, 2023",4.0,Works,Works,True
B09G91LXFP,"Reviewed in the United States on September 1, 2023",4.0,"I love this 6th generation iPad mini, except for the battery life. I have to charge it twice a day. The battery on my old",poor battery life,True
B09G91LXFP,"Reviewed in the United States on June 24, 2023",5.0,"Been an Apple user since 1980, and most Apple devices over time. This model of iPad mini, is another super hit on the small tablet","Works super well, and is worth the price",True
B09G91LXFP,"Reviewed in the United States on May 28, 2023",5.0,So I'm a pretty big techie and love new tech. I currently am using an iPad mini 5 and I got this originally to see,"Great iPad, but did Return",True
B09G91LXFP,"Reviewed in the United States on September 30, 2023",5.0,Excellent item with excellent features.,It is not a cell-phone.,True
B09G91LXFP,"Reviewed in the United States on August 27, 2023",5.0,"Power in the palm of your hand. Music, movies - everything the bigger brothers do in a compact and easily transportable size. Although it doesn’t",It’s an Apple product-of course it’s tops!,True
B09G91LXFP,"Reviewed in the United States on September 27, 2023",5.0,A great device between phone and laptop,Perfect fit for my ecosystem,True
B09G91LXFP,"Reviewed in the United States on October 1, 2023",5.0,"Love, love it",Retired,True
B09G91LXFP,"Reviewed in the United States on September 30, 2023",5.0,Good for price,Good,True
B09G91LXFP,"Reviewed in the United States on August 18, 2023",5.0,"I bought this iPad for my 7 year old daughter. Although (or maybe because) I am well versed in technology and appreciate its philosophy, I",Great iPad Mini,True
B09G91LXFP,"Reviewed in the United States on September 3, 2023",5.0,I’ve been geeked over getting an Ipad for months but didn’t want to pay $500 for it. Until I saw Amazon had it for its,It’s perfect.,True
B09G9CJM1Z,"Reviewed in the United States on November 18, 2023",5.0,"I have nothing bad to say about this case, it is solid, works with my wireless charger and is very secure.",This case is awesome,True
B09G9CJM1Z,"Reviewed in the United States on October 13, 2023",5.0,"It is a new iPad, in an unopened box. Would not expect it to be anything other than great Apple quality, which it is. My","Better than Apple, because it was less expensive than Apple",True
B09G9CJM1Z,"Reviewed in the United States on October 20, 2023",5.0,This is a replacement for printing out hundreds of pages for college!! I love that it’s connected to my phone as well,I love it!!,True
B09G9CJM1Z,"Reviewed in the United States on November 6, 2023",4.0,"The iPad 9th generation offers great value for its price, featuring a powerful A13 Bionic chip that ensures smooth performance in everyday tasks and apps.",Good value but missing some features,True
B09G9CJM1Z,"Reviewed in the United States on November 5, 2023",5.0,This is the best tablet for my child. I can use guided access to lock her into a game or to lock her out of,Best choice for toddlers,True
B09G9CJM1Z,"Reviewed in the United States on November 19, 2023",5.0,Always works great and I already have on in my store for a customer kiosk for data entry. I love Apple products.,It an IPAD!,True
B09G9CJM1Z,"Reviewed in the United States on October 15, 2023",5.0,Newer version of one I had for 7 years that finally stopped working. I dont use a lot of apps so this one suits my,Great iPad,True
B09G9CJM1Z,"Reviewed in the United States on September 25, 2023",5.0,Finally upgraded from my 2014 iPad and it’s so much better ! Should have bought this sooner. Works great and has many new features and,Excellent Apple IPad,True
B09G9CJM1Z,"Reviewed in the United States on October 17, 2023",5.0,I have used this iPad for 3 days without charging it is still at 52 percent. It is really fast and holds a charge for,Long battery life,True
B09G9CJM1Z,"Reviewed in the United States on October 26, 2023",5.0,Wonderful and affordable upgrade from my ipad mini. Brand new in original Apple box with charging cord and USB C box.,Great deal on brand new ipad,True
B0BJLFC67L,"Reviewed in the United States on May 29, 2023",4.0,"You can’t beat some of the art apps available. I would not replace my computer with it though. My school is google based, and the","Great for some things, meh for others.",True
B0BJLFC67L,"Reviewed in the United States on August 26, 2023",5.0,"I use it constantly, couldn’t be happier. The screen is crystal clear, scrolling smooth, very fast.",Excellent.,True
B0BJLFC67L,"Reviewed in the United States on August 15, 2023",5.0,Can I still purchase the 2 year Apple protection plan? I received my new iPad about a week ago and I love it but now,Apple protection plan,True
B0BJLFC67L,"Reviewed in the United States on September 13, 2023",3.0,"Though the iPad is a great platform for tasks/art, etc., this particular model drops Wi-Fi connectivity constantly. Compared to my older model 12.9” series 4,",WiFi connectivity is rather poor,True
B0BJLFC67L,"Reviewed in the United States on August 12, 2023",5.0,This product is AMAZING the quality is perfect! (Almost too perfect I can see actors pores😂) the sound is high quality and it charges fast,Love this,True
B0BJLFC67L,"Reviewed in the United States on July 17, 2023",5.0,This is my second pro and appreciate its quality. Mirrors my iPhone in every way. The large size is excellent for reading and streaming. Apples,Great device.,True
B0BJLFC67L,"Reviewed in the United States on July 5, 2023",4.0,Es buena esta cara 😂,Bueno,True
B0BJLFC67L,"Reviewed in the United States on October 11, 2023",3.0,"I did not receive the pen and the keyboard that goes with this iPad. It clearly states in the description what comes with it, those",Missing Pen & Keyboard,True
B0BJLFC67L,"Reviewed in the United States on August 28, 2023",5.0,It’s Apple. Pretty self explanatory,As expected,True
B0BJLFC67L,"Reviewed in the United States on February 24, 2023",5.0,"I am using this as my primary tool for writing, emails, news, weather, and information gathering in general. It is working well for me. The",IPad 12.9”,True
